"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	4383	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	3840	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	3607	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	3472	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	3567	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	3411	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	3500	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	3396	Not Applicable	Not Applicable
	"Oregon"	"41"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	2064	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Jan., 2018"	"2018/01"	13369	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Feb., 2018"	"2018/02"	11436	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Mar., 2018"	"2018/03"	11933	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Apr., 2018"	"2018/04"	11333	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"May, 2018"	"2018/05"	10763	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Jun., 2018"	"2018/06"	10467	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Jul., 2018"	"2018/07"	10506	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10477	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10265	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Oct., 2018"	"2018/10"	11390	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Nov., 2018"	"2018/11"	10963	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	"Dec., 2018"	"2018/12"	11800	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Jan., 2019"	"2019/01"	12311	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Feb., 2019"	"2019/02"	10974	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Mar., 2019"	"2019/03"	12117	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Apr., 2019"	"2019/04"	11061	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"May, 2019"	"2019/05"	10941	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Jun., 2019"	"2019/06"	10465	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Jul., 2019"	"2019/07"	10564	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Aug., 2019"	"2019/08"	10647	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Sep., 2019"	"2019/09"	10333	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Oct., 2019"	"2019/10"	11145	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Nov., 2019"	"2019/11"	11267	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	"Dec., 2019"	"2019/12"	12158	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Jan., 2020"	"2020/01"	12394	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Feb., 2020"	"2020/02"	11378	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Mar., 2020"	"2020/03"	12040	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Apr., 2020"	"2020/04"	15365	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"May, 2020"	"2020/05"	13777	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Jun., 2020"	"2020/06"	11097	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Jul., 2020"	"2020/07"	11456	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Aug., 2020"	"2020/08"	11454	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Sep., 2020"	"2020/09"	11303	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Oct., 2020"	"2020/10"	12004	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Nov., 2020"	"2020/11"	14106	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020"	"2020"	"Dec., 2020"	"2020/12"	19172	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	16996	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	12547	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	12104	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	11895	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	11847	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	10710	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	11004	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	11683	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12531	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	13825	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	14075	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	16173	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	17547	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	12616	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	12028	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	11075	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	11333	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	11011	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	11141	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	11111	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	8168	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Jan., 2018"	"2018/01"	978	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Feb., 2018"	"2018/02"	813	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Mar., 2018"	"2018/03"	821	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Apr., 2018"	"2018/04"	901	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"May, 2018"	"2018/05"	865	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Jun., 2018"	"2018/06"	777	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Jul., 2018"	"2018/07"	789	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Aug., 2018"	"2018/08"	779	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Sep., 2018"	"2018/09"	802	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Oct., 2018"	"2018/10"	858	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Nov., 2018"	"2018/11"	792	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	"Dec., 2018"	"2018/12"	908	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Jan., 2019"	"2019/01"	982	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Feb., 2019"	"2019/02"	813	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Mar., 2019"	"2019/03"	944	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Apr., 2019"	"2019/04"	839	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"May, 2019"	"2019/05"	845	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Jun., 2019"	"2019/06"	793	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Jul., 2019"	"2019/07"	803	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Aug., 2019"	"2019/08"	815	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Sep., 2019"	"2019/09"	810	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Oct., 2019"	"2019/10"	841	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Nov., 2019"	"2019/11"	846	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	"Dec., 2019"	"2019/12"	925	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jan., 2020"	"2020/01"	905	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Feb., 2020"	"2020/02"	880	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Mar., 2020"	"2020/03"	927	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1149	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"May, 2020"	"2020/05"	1293	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jun., 2020"	"2020/06"	925	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Jul., 2020"	"2020/07"	775	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Aug., 2020"	"2020/08"	868	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Sep., 2020"	"2020/09"	846	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Oct., 2020"	"2020/10"	883	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1006	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1362	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	1237	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	943	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	926	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	813	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	887	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	790	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	793	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	902	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	870	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	939	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	988	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	1155	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1218	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	912	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	875	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	800	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	863	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	795	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	865	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	834	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	551	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Jan., 2018"	"2018/01"	5045	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Feb., 2018"	"2018/02"	4244	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Mar., 2018"	"2018/03"	4446	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Apr., 2018"	"2018/04"	4060	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"May, 2018"	"2018/05"	4086	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Jun., 2018"	"2018/06"	3852	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Jul., 2018"	"2018/07"	4002	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Aug., 2018"	"2018/08"	4084	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Sep., 2018"	"2018/09"	3994	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Oct., 2018"	"2018/10"	4085	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Nov., 2018"	"2018/11"	4234	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	"Dec., 2018"	"2018/12"	4508	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Jan., 2019"	"2019/01"	4555	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Feb., 2019"	"2019/02"	4162	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Mar., 2019"	"2019/03"	4486	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Apr., 2019"	"2019/04"	4032	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"May, 2019"	"2019/05"	4359	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Jun., 2019"	"2019/06"	4094	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Jul., 2019"	"2019/07"	4025	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Aug., 2019"	"2019/08"	4093	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Sep., 2019"	"2019/09"	4024	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Oct., 2019"	"2019/10"	4230	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Nov., 2019"	"2019/11"	4190	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	"Dec., 2019"	"2019/12"	4712	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jan., 2020"	"2020/01"	4813	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Feb., 2020"	"2020/02"	4376	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Mar., 2020"	"2020/03"	4867	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Apr., 2020"	"2020/04"	4643	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"May, 2020"	"2020/05"	4748	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jun., 2020"	"2020/06"	4657	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Jul., 2020"	"2020/07"	5855	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Aug., 2020"	"2020/08"	5735	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Sep., 2020"	"2020/09"	5111	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Oct., 2020"	"2020/10"	5120	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Nov., 2020"	"2020/11"	5161	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020"	"2020"	"Dec., 2020"	"2020/12"	6137	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	7340	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	5372	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	5028	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	4725	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	4743	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	4553	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	4805	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	5911	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	6575	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	5725	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	5178	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	5467	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	6814	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	5600	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	4858	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	4384	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"May, 2022 (provisional)"	"2022/05"	4616	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	4608	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	4803	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	4829	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2022 (provisional and partial)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	3452	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Jan., 2018"	"2018/01"	733	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Feb., 2018"	"2018/02"	639	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Mar., 2018"	"2018/03"	715	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Apr., 2018"	"2018/04"	648	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"May, 2018"	"2018/05"	625	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Jun., 2018"	"2018/06"	635	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Jul., 2018"	"2018/07"	675	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Aug., 2018"	"2018/08"	612	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Sep., 2018"	"2018/09"	645	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Oct., 2018"	"2018/10"	712	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Nov., 2018"	"2018/11"	656	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	"Dec., 2018"	"2018/12"	676	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Jan., 2019"	"2019/01"	724	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Feb., 2019"	"2019/02"	669	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Mar., 2019"	"2019/03"	714	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Apr., 2019"	"2019/04"	716	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"May, 2019"	"2019/05"	694	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Jun., 2019"	"2019/06"	650	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Jul., 2019"	"2019/07"	625	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Aug., 2019"	"2019/08"	716	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Sep., 2019"	"2019/09"	659	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Oct., 2019"	"2019/10"	685	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Nov., 2019"	"2019/11"	711	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	"Dec., 2019"	"2019/12"	707	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jan., 2020"	"2020/01"	729	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Feb., 2020"	"2020/02"	684	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Mar., 2020"	"2020/03"	749	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Apr., 2020"	"2020/04"	692	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"May, 2020"	"2020/05"	709	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jun., 2020"	"2020/06"	648	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Jul., 2020"	"2020/07"	716	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Aug., 2020"	"2020/08"	733	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Sep., 2020"	"2020/09"	761	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Oct., 2020"	"2020/10"	961	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1430	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1049	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	898	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	713	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	716	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	671	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	671	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Jun., 2021 (provisional)"	"2021/06"	646	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	705	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	723	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	831	Not Applicable	Not Applicable
